UniversityID,SubsystemDescription,MonthNum,ml_risk,hist_asset_rate,hist_shock_rate,coverage
10,Other HVAC Systems & Equipment,5,0.019326648,0.02145922746781116,0.0,466
10,Other HVAC Systems & Equipment,6,0.021991184,0.026373626373626374,0.004395604395604396,455
10,Other HVAC Systems & Equipment,7,0.026328595,0.03070175438596491,0.0,456
10,Other HVAC Systems & Equipment,8,0.03290744,0.046052631578947366,0.006578947368421052,456
10,Other HVAC Systems & Equipment,9,0.026328286,0.039473684210526314,0.0021929824561403508,456
10,Other HVAC Systems & Equipment,10,0.032978658,0.05714285714285714,0.0,455
10,Other HVAC Systems & Equipment,11,0.024134975,0.03070175438596491,0.0021929824561403508,456
10,Other HVAC Systems & Equipment,12,0.015364317,0.019736842105263157,0.0,456
10,Other Plumbing Systems,1,0.011001239,0.01098901098901099,0.0,364
10,Other Plumbing Systems,2,0.013452822,0.013440860215053764,0.008064516129032258,372
10,Other Plumbing Systems,3,0.017914569,0.020460358056265986,0.0,391
10,Other Plumbing Systems,4,1.2514435e-05,0.0,0.0,394
10,Other Plumbing Systems,5,0.011539162,0.011527377521613832,0.0,347
10,Other Plumbing Systems,6,0.0028859952,0.0028735632183908046,0.008620689655172414,348
10,Other Plumbing Systems,7,0.014096466,0.014084507042253521,0.0028169014084507044,355
10,Other Plumbing Systems,8,0.0027673843,0.008264462809917356,0.0027548209366391185,363
10,Other Plumbing Systems,9,0.008321859,0.008310249307479225,0.0,361
10,Other Plumbing Systems,10,0.013899468,0.013888888888888888,0.002777777777777778,360
10,Other Plumbing Systems,11,0.008367386,0.008356545961002786,0.005571030640668524,359
10,Other Plumbing Systems,12,0.0027973794,0.002785515320334262,0.0,359
10,Patritions,1,1.2216738e-05,0.0,0.025,40
10,Patritions,2,1.247802e-05,0.0,0.0,44
10,Patritions,3,1.2817035e-05,0.0,0.023255813953488372,43
10,Patritions,4,1.2330257e-05,0.0,0.022727272727272728,44
10,Patritions,5,1.2396793e-05,0.0,0.023255813953488372,43
10,Patritions,6,0.022738041,0.022727272727272728,0.022727272727272728,44
10,Patritions,7,1.1764751e-05,0.0,0.022727272727272728,44
10,Patritions,8,0.022232903,0.022222222222222223,0.0,45
10,Patritions,9,1.12348e-05,0.0,0.0,43
10,Patritions,10,1.1005226e-05,0.0,0.0,40
10,Patritions,11,1.1277648e-05,0.0,0.02564102564102564,39
10,Patritions,12,1.1902812e-05,0.0,0.0,39
10,Pedestrian Paving,1,1.5752768e-05,0.0,0.0,3
10,Pedestrian Paving,2,1.2481936e-05,0.0,0.0,2
10,Pedestrian Paving,3,1.5443158e-05,0.0,0.0,1
10,Pedestrian Paving,4,1.638361e-05,0.0,0.0,1
10,Pedestrian Paving,5,1.7033255e-05,0.0,0.3333333333333333,3
10,Pedestrian Paving,6,1.2401459e-05,0.0,0.0,2
10,Pedestrian Paving,7,1.7679846e-05,0.0,0.0,1
10,Pedestrian Paving,8,1.4056952e-05,0.0,0.0,1
10,Pedestrian Paving,9,1.2878036e-05,0.0,0.0,1
10,Plumbing Fixtures,1,0.33399624,0.708253358925144,0.05950095969289827,1042
10,Plumbing Fixtures,2,0.3259693,0.6555863342566943,0.08679593721144968,1083
10,Plumbing Fixtures,3,0.33635604,0.6735611510791367,0.07284172661870504,1112
10,Plumbing Fixtures,4,0.27601865,0.5657773689052438,0.07359705611775529,1087
10,Plumbing Fixtures,5,0.25471836,0.5508390918065152,0.050345508390918066,1013
10,Plumbing Fixtures,6,0.27149928,0.5162882527147088,0.0631786771964462,1013
10,Plumbing Fixtures,7,0.25076076,0.4478048780487805,0.05170731707317073,1025
10,Plumbing Fixtures,8,0.27124628,0.5131707317073171,0.04097560975609756,1025
10,Plumbing Fixtures,9,0.28185192,0.5928085519922255,0.05442176870748299,1029
10,Plumbing Fixtures,10,0.31173605,0.6602129719264279,0.07841239109390126,1033
10,Plumbing Fixtures,11,0.28172845,0.5711519845111326,0.06389157792836399,1033
10,Plumbing Fixtures,12,0.23720232,0.45111326234269117,0.0377541142303969,1033
10,Rain Water Drainage,1,0.0053605256,0.0053475935828877,0.012477718360071301,561
10,Rain Water Drainage,2,0.0017922897,0.0017793594306049821,0.008896797153024912,562
10,Rain Water Drainage,3,0.0050465753,0.0050335570469798654,0.0050335570469798654,596
10,Rain Water Drainage,4,0.010113793,0.010101010101010102,0.018518518518518517,594
10,Rain Water Drainage,5,0.027789481,0.03125,0.020833333333333332,576
10,Rain Water Drainage,6,0.010340041,0.010327022375215147,0.0068846815834767644,581
10,Rain Water Drainage,7,0.008530741,0.008517887563884156,0.008517887563884156,587
10,Rain Water Drainage,8,0.0034202344,0.0034071550255536627,0.013628620102214651,587
10,Rain Water Drainage,9,0.013757427,0.015463917525773196,0.012027491408934709,582
10,Rain Water Drainage,10,0.015475034,0.01718213058419244,0.006872852233676976,582
10,Rain Water Drainage,11,0.0087071825,0.008695652173913044,0.008695652173913044,575
10,Rain Water Drainage,12,0.010594119,0.010582010582010581,0.007054673721340388,567
10,Roof Construction,1,1.3382772e-05,0.0,0.0,1
10,Roof Construction,3,1.16891115e-05,0.0,0.0,1
10,Roof Construction,6,1.1806095e-05,0.0,0.0,1
10,Roof Construction,7,1.73248e-05,0.0,0.5,2
10,Roof Construction,8,1.4253539e-05,0.0,0.0,1
10,Roof Construction,9,1.1678616e-05,0.0,1.0,1
10,Roof Construction,10,1.0147685e-05,0.0,0.0,1
10,Roof Converings,1,0.06966262,0.06965174129353234,0.0,201
10,Roof Converings,2,0.04501183,0.045,0.005,200
10,Roof Converings,3,0.054198857,0.059113300492610835,0.0049261083743842365,203
10,Roof Converings,4,0.048555277,0.05339805825242718,0.0,206
10,Roof Converings,5,0.074084915,0.0787037037037037,0.027777777777777776,216
10,Roof Converings,6,0.06191579,0.06666666666666667,0.004761904761904762,210
10,Roof Converings,7,0.063117415,0.06796116504854369,0.0,206
10,Roof Converings,8,0.07799222,0.0871559633027523,0.013761467889908258,218
10,Roof Converings,9,0.052895762,0.052884615384615384,0.0,208
10,Roof Converings,10,0.06797161,0.06796116504854369,0.0048543689320388345,206
10,Roof Converings,11,0.02488797,0.024875621890547265,0.0,201
10,Roof Converings,12,0.024522325,0.024509803921568627,0.004901960784313725,204
10,Roof Openings,1,1.2660767e-05,0.0,0.044444444444444446,45
10,Roof Openings,2,0.02128827,0.02127659574468085,0.0425531914893617,47
10,Roof Openings,3,1.2650561e-05,0.0,0.022727272727272728,44
10,Roof Openings,4,1.2550543e-05,0.0,0.0,45
10,Roof Openings,5,0.022233529,0.022222222222222223,0.022222222222222223,45
10,Roof Openings,6,1.2424496e-05,0.0,0.02040816326530612,49
10,Roof Openings,7,0.023266645,0.023255813953488372,0.06976744186046512,43
10,Roof Openings,8,0.025010904,0.025,0.025,40
10,Roof Openings,9,0.023266152,0.023255813953488372,0.0,43
10,Roof Openings,10,0.042562485,0.0425531914893617,0.0,47
10,Roof Openings,11,0.04762787,0.047619047619047616,0.023809523809523808,42
10,Roof Openings,12,1.21642215e-05,0.0,0.0,45
10,Sanitary Waste,1,0.070764005,0.07648183556405354,0.04206500956022945,523
10,Sanitary Waste,2,0.041765373,0.04364326375711575,0.06451612903225806,527
10,Sanitary Waste,3,0.081954576,0.0856610800744879,0.05027932960893855,537
10,Sanitary Waste,4,0.079500474,0.11460258780036968,0.04621072088724584,541
10,Sanitary Waste,5,0.04168687,0.04924242424242424,0.0625,528
10,Sanitary Waste,6,0.06853688,0.07962962962962963,0.05740740740740741,540
10,Sanitary Waste,7,0.07636773,0.0782122905027933,0.0335195530726257,537
10,Sanitary Waste,8,0.06483338,0.06666666666666667,0.04259259259259259,540
10,Sanitary Waste,9,0.05630307,0.05628517823639775,0.0450281425891182,533
10,Sanitary Waste,10,0.104492776,0.11380597014925373,0.055970149253731345,536
10,Sanitary Waste,11,0.052847944,0.062264150943396226,0.03018867924528302,530
10,Sanitary Waste,12,0.047911163,0.04789272030651341,0.01532567049808429,522
10,Site Development,1,1.2046379e-05,0.0,0.0,5
10,Site Development,2,1.2381756e-05,0.0,0.0,7
10,Site Development,3,1.3352522e-05,0.0,0.0,8
10,Site Development,4,1.3025517e-05,0.0,0.0,9
10,Site Development,5,1.3342181e-05,0.0,0.0,8
10,Site Development,6,1.2547923e-05,0.0,0.0,9
10,Site Development,7,1.3186201e-05,0.0,0.1111111111111111,9
10,Site Development,8,1.2303318e-05,0.0,0.0,8
10,Site Development,9,1.0929644e-05,0.0,0.0,6
10,Site Development,10,1.1018005e-05,0.0,0.0,9
10,Site Development,11,1.0846649e-05,0.0,0.0,8
10,Site Development,12,0.14286187,0.14285714285714285,0.0,7
10,Site Lighting,1,1.3500721e-05,0.0,0.0,5
10,Site Lighting,2,1.3243416e-05,0.0,0.0,4
10,Site Lighting,3,1.4063475e-05,0.0,0.0,4
10,Site Lighting,4,1.3157135e-05,0.0,0.0,3
10,Site Lighting,5,0.3333306,0.3333333333333333,0.0,3
10,Site Lighting,6,1.2080387e-05,0.0,0.0,2
10,Site Lighting,7,1.2899346e-05,0.0,0.0,3
10,Site Lighting,8,1.0951328e-05,0.0,0.0,2
10,Site Lighting,9,1.1073542e-05,0.0,0.0,3
10,Site Lighting,10,1.1115217e-05,0.0,0.0,2
10,Site Lighting,11,1.1333782e-05,0.0,0.0,3
10,Site Lighting,12,0.20000128,0.2,0.0,5
10,Slab on Grade,8,1.5094525e-05,0.0,0.0,2
10,Special Construction Systems,1,6.59384e-06,0.0,1.0,1
10,Special Construction Systems,2,1.1987084e-05,0.0,0.0,1
10,Special Construction Systems,3,1.14985005e-05,0.0,0.0,1
10,Special Facilities,1,0.020012124,0.02,0.013333333333333334,150
10,Special Facilities,2,0.019120758,0.01910828025477707,0.006369426751592357,157
10,Special Facilities,3,0.020146659,0.020134228187919462,0.0,149
10,Special Facilities,4,0.020282533,0.02027027027027027,0.006756756756756757,148
10,Special Facilities,5,0.020146444,0.020134228187919462,0.0,149
10,Special Facilities,6,0.013170478,0.013157894736842105,0.0,152
10,Special Facilities,7,0.019366696,0.01935483870967742,0.0,155
10,Special Facilities,8,0.012751025,0.012738853503184714,0.006369426751592357,157
10,Special Facilities,9,0.013256741,0.013245033112582781,0.0,151
10,Special Facilities,10,0.0065055024,0.006493506493506494,0.0,154
10,Special Facilities,11,1.2421619e-05,0.0,0.0,151
10,Special Facilities,12,0.0065485355,0.006535947712418301,0.0,153
10,Sprinklers,1,0.018022455,0.01972555746140652,0.006003430531732418,1166
10,Sprinklers,2,0.01336783,0.014190317195325543,0.035058430717863104,1198
10,Sprinklers,3,0.013137615,0.015586546349466776,0.016406890894175553,1219
10,Sprinklers,4,0.012358056,0.013991769547325103,0.011522633744855968,1215
10,Sprinklers,5,0.018344056,0.021998166819431713,0.00916590284142988,1091
10,Sprinklers,6,0.015637383,0.015625,0.02022058823529412,1088
10,Sprinklers,7,0.009738807,0.009725906277630416,0.011494252873563218,1131
10,Sprinklers,8,0.014899603,0.016637478108581436,0.012259194395796848,1142
10,Sprinklers,9,0.01217566,0.01216333622936577,0.019113814074717638,1151
10,Sprinklers,10,0.009477601,0.00946643717728055,0.012048192771084338,1162
10,Sprinklers,11,0.012964533,0.013816925734024179,0.0034542314335060447,1158
10,Sprinklers,12,0.012080906,0.025,0.007758620689655172,1160
10,Stair Construction,1,1.236172e-05,0.0,0.018518518518518517,54
10,Stair Construction,2,1.2424075e-05,0.0,0.0,54
10,Stair Construction,3,1.2628746e-05,0.0,0.018518518518518517,54
10,Stair Construction,4,1.2475259e-05,0.0,0.018518518518518517,54
10,Stair Construction,5,1.244885e-05,0.0,0.017857142857142856,56
10,Stair Construction,6,1.24543e-05,0.0,0.017857142857142856,56
10,Stair Construction,7,1.20431805e-05,0.0,0.037037037037037035,54
10,Stair Construction,8,1.2154932e-05,0.0,0.037037037037037035,54
10,Stair Construction,9,1.1859241e-05,0.0,0.0,51
10,Stair Construction,10,1.1653244e-05,0.0,0.017857142857142856,56
10,Stair Construction,11,1.1724594e-05,0.0,0.018867924528301886,53
10,Stair Construction,12,1.2257179e-05,0.0,0.018867924528301886,53
10,Stair Finishes,1,0.017555507,0.017543859649122806,0.0,57
10,Stair Finishes,2,1.26778805e-05,0.0,0.03636363636363636,55
10,Stair Finishes,3,0.016961453,0.01694915254237288,0.01694915254237288,59
10,Stair Finishes,4,1.3123144e-05,0.0,0.0,59
10,Stair Finishes,5,1.3518523e-05,0.0,0.0,59
10,Stair Finishes,6,0.017869247,0.03571428571428571,0.017857142857142856,56
10,Stair Finishes,7,1.22104775e-05,0.0,0.01818181818181818,55
10,Stair Finishes,8,1.23544705e-05,0.0,0.0,55
10,Stair Finishes,9,0.018529382,0.018518518518518517,0.018518518518518517,54
10,Stair Finishes,10,1.1468734e-05,0.0,0.0,52
10,Stair Finishes,11,1.14620825e-05,0.0,0.01818181818181818,55
10,Stair Finishes,12,1.2197556e-05,0.0,0.0,54
10,Standpipes,2,0.4999847,1.0,0.0,2
10,Standpipes,4,1.1911452e-05,0.0,0.0,1
10,Standpipes,6,1.3984463e-05,0.0,0.0,2
10,Standpipes,8,1.0533831e-05,0.0,0.0,1
10,Standpipes,9,1.11449845e-05,0.0,0.0,2
10,Standpipes,10,1.1751917e-05,0.0,0.0,1
10,Standpipes,11,0.49998245,0.5,0.0,2
10,Standpipes,12,0.99996436,1.0,0.0,1
10,Systems Testing & Balancing,1,1.279e-05,0.0,0.0,141
10,Systems Testing & Balancing,2,0.0069089723,0.006896551724137931,0.0,145
10,Systems Testing & Balancing,3,1.2926581e-05,0.0,0.0,144
10,Systems Testing & Balancing,4,1.2842093e-05,0.0,0.0,150
10,Systems Testing & Balancing,5,0.0133456215,0.013333333333333334,0.0,150
10,Systems Testing & Balancing,6,0.019619673,0.0196078431372549,0.0,153
10,Systems Testing & Balancing,7,0.006634491,0.006622516556291391,0.0,151
10,Systems Testing & Balancing,8,0.019492136,0.01948051948051948,0.0,154
10,Systems Testing & Balancing,9,0.019491708,0.01948051948051948,0.0,154
10,Systems Testing & Balancing,10,1.1945806e-05,0.0,0.0,152
10,Systems Testing & Balancing,11,1.1884743e-05,0.0,0.0,144
10,Systems Testing & Balancing,12,1.235705e-05,0.0,0.0,138
10,Terminal & Package Units,1,0.028387884,0.032975460122699383,0.009202453987730062,1304
10,Terminal & Package Units,2,0.016898086,0.019953952417498082,0.016116653875671526,1303
10,Terminal & Package Units,3,0.015165651,0.01893939393939394,0.01818181818181818,1320
10,Terminal & Package Units,4,0.020534527,0.022099447513812154,0.01578531965272297,1267
10,Terminal & Package Units,5,0.03156634,0.03640776699029126,0.012944983818770227,1236
10,Terminal & Package Units,6,0.028494427,0.03560126582278481,0.02531645569620253,1264
10,Terminal & Package Units,7,0.029747747,0.036776212832550864,0.018779342723004695,1278
10,Terminal & Package Units,8,0.029079042,0.04399057344854674,0.016496465043205028,1273
10,Terminal & Package Units,9,0.026658667,0.034482758620689655,0.016457680250783698,1276
10,Terminal & Package Units,10,0.026492173,0.030373831775700934,0.01557632398753894,1284
10,Terminal & Package Units,11,0.017981522,0.01875,0.0078125,1280
10,Terminal & Package Units,12,0.008607814,0.009375,0.003125,1280
10,Unclassified,1,1.0042859e-05,0.0,0.0,699
10,Unclassified,2,1.0020743e-05,0.0,0.0,700
10,Unclassified,3,1.02242575e-05,0.0,0.0,718
10,Unclassified,4,1.0203544e-05,0.0,0.0,723
10,Unclassified,5,1.0027972e-05,0.0,0.0,716
10,Unclassified,6,9.865747e-06,0.0,0.0,717
10,Unclassified,7,9.521353e-06,0.0,0.0,728
10,Unclassified,8,9.5232335e-06,0.0,0.0,736
10,Unclassified,9,9.200653e-06,0.0,0.0,750
10,Unclassified,10,9.039984e-06,0.0,0.0,752
10,Unclassified,11,9.093449e-06,0.0,0.0,744
10,Unclassified,12,9.678181e-06,0.0,0.0,708
10,Vehicular Equipment,1,1.2264456e-05,0.0,0.0,7
10,Vehicular Equipment,2,1.2170831e-05,0.0,0.0,8
10,Vehicular Equipment,3,1.1847031e-05,0.0,0.0,8
10,Vehicular Equipment,4,1.1914882e-05,0.0,0.0,8
10,Vehicular Equipment,5,1.2066416e-05,0.0,0.0,8
10,Vehicular Equipment,6,1.229573e-05,0.0,0.0,7
10,Vehicular Equipment,7,1.2539247e-05,0.0,0.0,6
10,Vehicular Equipment,8,1.213587e-05,0.0,0.0,7
10,Vehicular Equipment,9,1.1682448e-05,0.0,0.0,6
10,Vehicular Equipment,10,1.1748569e-05,0.0,0.0,7
10,Vehicular Equipment,11,1.1293857e-05,0.0,0.0,6
10,Vehicular Equipment,12,1.160581e-05,0.0,0.0,6
10,Wall Finishes,1,0.0049505658,0.0049382716049382715,0.022222222222222223,405
10,Wall Finishes,2,0.004999848,0.004987531172069825,0.029925187032418952,401
10,Wall Finishes,3,0.009792268,0.009779951100244499,0.02444987775061125,409
10,Wall Finishes,4,0.002434118,0.002421307506053269,0.026634382566585957,413
10,Wall Finishes,5,0.0049510063,0.0049382716049382715,0.027160493827160494,405
10,Wall Finishes,6,1.282848e-05,0.0,0.03117505995203837,417
10,Wall Finishes,7,0.0071548955,0.007142857142857143,0.016666666666666666,420
10,Wall Finishes,8,0.002382145,0.002369668246445498,0.04028436018957346,422
10,Wall Finishes,9,0.0047623743,0.004750593824228029,0.0166270783847981,421
10,Wall Finishes,10,0.007120379,0.0071090047393364926,0.014218009478672985,422
10,Wall Finishes,11,0.004854086,0.004842615012106538,0.021791767554479417,413
10,Wall Finishes,12,0.004962514,0.0049504950495049506,0.012376237623762377,404
10,Water Supply,1,1.2211003e-05,0.0,0.0,1
10,Water Supply,8,1.7517505e-05,0.0,0.0,1
11,Cooling Generation Systems,5,7.780771e-06,0.0,0.0,1
11,Distribution Systems,5,8.82307e-06,0.0,0.0,6
11,Domestic Water Distribution,5,2.4564064e-05,0.0,0.0,14
11,Elevators & Lifts,5,1.099959e-05,0.0,0.0,4
11,Hazardous Components Abatement,5,1.207253e-05,0.0,0.0,1
11,Heat Generation Systems,5,1.168237e-05,0.0,0.0,11
11,Lighting and Branch Wiring,5,9.435311e-06,0.0,0.0,112
11,Movable Furnishings,5,1.207253e-05,0.0,0.0,1
11,Other Electrical Systems,5,1.0537788e-05,0.0,0.0,31
11,Other Plumbing Systems,5,9.34141e-06,0.0,0.0,11
11,Plumbing Fixtures,5,2.1252108e-05,0.0,0.0,4
11,Rain Water Drainage,5,1.0537595e-05,0.0,0.0,22
11,Sprinklers,5,8.561091e-06,0.0,0.0,22
11,Terminal & Package Units,5,7.780771e-06,0.0,0.0,5
11,Unclassified,2,7.6911e-06,0.0,0.0,262
11,Vehicular Equipment,5,1.207253e-05,0.0,0.0,2
