UniversityID,SubsystemDescription,MonthNum,ml_risk,hist_asset_rate,hist_shock_rate,coverage
10,Other Fire Protection Systems,5,1.2175573e-05,0.0,0.0,11
10,Other Fire Protection Systems,6,1.1062144e-05,0.0,0.0,9
10,Other Fire Protection Systems,7,1.1262617e-05,0.0,0.0,10
10,Other Fire Protection Systems,8,1.1009377e-05,0.0,0.0,10
10,Other Fire Protection Systems,9,1.0806994e-05,0.0,0.0,9
10,Other Fire Protection Systems,10,1.0888149e-05,0.0,0.0,8
10,Other Fire Protection Systems,11,1.0060836e-05,0.0,0.0,8
10,Other Fire Protection Systems,12,1.0563631e-05,0.0,0.0,9
10,Other HVAC Systems & Equipment,1,0.015398965,0.015384615384615385,0.002197802197802198,455
10,Other HVAC Systems & Equipment,2,0.010860201,0.010845986984815618,0.008676789587852495,461
10,Other HVAC Systems & Equipment,3,0.023775665,0.0297029702970297,0.0,505
10,Other HVAC Systems & Equipment,4,0.018195327,0.01818181818181818,0.00202020202020202,495
