UniversityID,BuildingID,BuildingName,SubsystemDescription,MonthNum,ml_risk,hist_asset_rate,hist_shock_rate,coverage
10,0017,Building 0017,Domestic Water Distribution,11,2.614134e-05,0.0,0.0,5
10,0017,Building 0017,Domestic Water Distribution,12,0.20001705,0.2,0.0,5
10,0017,Building 0017,Electrical Service & Distribution,1,1.2897045e-05,0.0,0.0,5
10,0017,Building 0017,Electrical Service & Distribution,2,1.19646365e-05,0.0,0.0,4
10,0017,Building 0017,Electrical Service & Distribution,3,1.18275275e-05,0.0,0.25,4
10,0017,Building 0017,Electrical Service & Distribution,4,1.0988552e-05,0.0,0.0,4
10,0017,Building 0017,Electrical Service & Distribution,5,1.0662285e-05,0.0,0.0,4
10,0017,Building 0017,Electrical Service & Distribution,6,1.0919733e-05,0.0,0.2,5
10,0017,Building 0017,Electrical Service & Distribution,7,1.0734337e-05,0.0,0.0,5
10,0017,Building 0017,Electrical Service & Distribution,8,1.0768934e-05,0.0,0.0,5
10,0017,Building 0017,Electrical Service & Distribution,9,1.1776387e-05,0.0,0.0,5
10,0017,Building 0017,Electrical Service & Distribution,10,1.082581e-05,0.0,0.0,5
10,0017,Building 0017,Electrical Service & Distribution,11,1.092219e-05,0.0,0.0,5
10,0017,Building 0017,Electrical Service & Distribution,12,1.2141478e-05,0.0,0.0,5
10,0017,Building 0017,Elevators & Lifts,1,1.0276787e-05,0.0,0.0,2
10,0017,Building 0017,Elevators & Lifts,2,1.0333116e-05,0.0,0.0,2
10,0017,Building 0017,Elevators & Lifts,3,1.0333116e-05,0.0,0.0,2
10,0017,Building 0017,Elevators & Lifts,4,1.0789556e-05,0.0,0.0,2
10,0017,Building 0017,Elevators & Lifts,5,1.0789556e-05,0.0,0.0,2
10,0017,Building 0017,Elevators & Lifts,6,1.1380451e-05,0.0,0.0,2
10,0017,Building 0017,Elevators & Lifts,7,1.1401048e-05,0.0,0.0,3
10,0017,Building 0017,Elevators & Lifts,8,1.1355241e-05,0.0,0.0,2
10,0017,Building 0017,Elevators & Lifts,9,1.1192835e-05,0.0,0.0,2
10,0017,Building 0017,Elevators & Lifts,10,1.0839609e-05,0.0,0.0,2
10,0017,Building 0017,Elevators & Lifts,11,1.0839609e-05,0.0,0.0,2
10,0017,Building 0017,Elevators & Lifts,12,1.0839609e-05,0.0,0.0,2
10,0017,Building 0017,Exterior Doors,1,1.3395109e-05,0.0,0.0,4
10,0017,Building 0017,Exterior Doors,2,1.2882355e-05,0.0,0.0,5
10,0017,Building 0017,Exterior Doors,3,1.2945224e-05,0.0,0.0,5
10,0017,Building 0017,Exterior Doors,4,1.1983795e-05,0.0,0.0,5
10,0017,Building 0017,Exterior Doors,5,1.1461411e-05,0.0,0.0,4
10,0017,Building 0017,Exterior Doors,6,1.1198498e-05,0.0,0.0,4
10,0017,Building 0017,Exterior Doors,7,1.00516045e-05,0.0,0.0,4
10,0017,Building 0017,Exterior Doors,8,1.0188481e-05,0.0,0.0,4
10,0017,Building 0017,Exterior Doors,9,1.052295e-05,0.0,0.0,4
10,0017,Building 0017,Exterior Doors,10,1.0769026e-05,0.0,0.0,4
10,0017,Building 0017,Exterior Doors,11,1.0149747e-05,0.0,0.0,4
10,0017,Building 0017,Exterior Doors,12,1.1189927e-05,0.0,0.0,4
10,0017,Building 0017,Exterior Walls,6,1.322358e-05,0.0,0.0,1
10,0017,Building 0017,Exterior Windows,1,1.5341897e-05,0.0,0.3333333333333333,3
10,0017,Building 0017,Exterior Windows,2,1.6185184e-05,0.0,0.3333333333333333,3
10,0017,Building 0017,Exterior Windows,3,1.22770825e-05,0.0,0.6666666666666666,3
10,0017,Building 0017,Exterior Windows,4,1.2416684e-05,0.0,0.0,3
10,0017,Building 0017,Exterior Windows,5,1.3320509e-05,0.0,0.3333333333333333,3
10,0017,Building 0017,Exterior Windows,6,1.2453301e-05,0.0,0.3333333333333333,3
10,0017,Building 0017,Exterior Windows,7,1.2772565e-05,0.0,1.6666666666666667,3
10,0017,Building 0017,Exterior Windows,8,1.2901546e-05,0.0,0.0,3
10,0017,Building 0017,Exterior Windows,9,1.2548037e-05,0.0,0.3333333333333333,3
10,0017,Building 0017,Exterior Windows,10,0.3333314,0.3333333333333333,0.0,3
10,0017,Building 0017,Exterior Windows,11,1.409616e-05,0.0,0.3333333333333333,3
10,0017,Building 0017,Exterior Windows,12,1.4630047e-05,0.0,0.3333333333333333,3
10,0017,Building 0017,Fixed Furnishings,1,1.2389724e-05,0.0,0.0,1
